src,dst,l_A,l_B,l_e,timestamp
20,8,type1,type1,edge2,2004-08-10 20:19:10
20,7,type1,type1,edge4,2004-08-10 20:28:07
83,3,type1,type1,edge1,2004-08-10 21:37:27
83,49,type1,type1,edge2,2004-08-10 21:38:30
83,4,type1,type1,edge2,2004-08-10 21:41:44
20,4,type1,type1,edge2,2004-08-10 21:43:17
20,3,type1,type1,edge2,2004-08-10 21:52:00
20,9,type1,type1,edge2,2004-08-10 21:54:15
83,49,type1,type1,edge2,2004-08-10 22:01:39
83,49,type1,type1,edge1,2004-08-10 22:11:47
20,14,type1,type1,edge4,2004-08-10 22:15:55
83,49,type1,type1,edge3,2004-08-10 22:16:11
16,46,type1,type1,edge2,2004-08-10 22:17:58
16,1,type1,type1,edge1,2004-08-10 22:31:18
16,31,type1,type1,edge3,2004-08-10 22:34:04
31,16,type1,type1,edge4,2004-08-10 22:34:44
20,14,type1,type1,edge4,2004-08-10 22:35:54
83,49,type1,type1,edge3,2004-08-10 22:55:47
83,49,type1,type1,edge2,2004-08-10 23:21:41
29,115,type1,type2,edge1,2004-08-10 23:22:19
115,29,type2,type1,edge1,2004-08-10 23:23:41
83,49,type1,type1,edge1,2004-08-10 23:24:48
20,14,type1,type1,edge2,2004-08-10 23:41:52
83,26,type1,type1,edge1,2004-08-11 00:53:18
83,49,type1,type1,edge2,2004-08-11 00:54:42
83,49,type1,type1,edge1,2004-08-11 00:57:04
1,16,type1,type1,edge3,2004-08-11 01:18:11
29,9,type1,type1,edge2,2004-08-11 02:16:20
29,116,type1,type2,edge3,2004-08-11 02:27:56
29,14,type1,type1,edge1,2004-08-11 02:41:16
83,26,type1,type1,edge1,2004-08-11 03:21:36
83,49,type1,type1,edge2,2004-08-11 03:35:24
187,43,type2,type1,edge3,2004-08-11 06:24:50
43,187,type1,type2,edge4,2004-08-11 06:41:49
43,187,type1,type2,edge1,2004-08-11 07:00:12
43,30,type1,type1,edge2,2004-08-11 07:02:24
43,187,type1,type2,edge1,2004-08-11 07:07:17
9,20,type1,type1,edge2,2004-08-11 09:25:25
20,9,type1,type1,edge1,2004-08-11 12:11:19
20,3,type1,type1,edge2,2004-08-11 12:11:46
4,20,type1,type1,edge1,2004-08-11 12:23:06
9,20,type1,type1,edge2,2004-08-11 12:40:33
20,15,type1,type1,edge1,2004-08-11 12:50:41
83,26,type1,type1,edge1,2004-08-11 14:06:42
83,49,type1,type1,edge3,2004-08-11 14:07:13
20,9,type1,type1,edge1,2004-08-11 14:19:45
9,20,type1,type1,edge2,2004-08-11 14:36:48
4,20,type1,type1,edge2,2004-08-11 15:09:39
20,3,type1,type1,edge2,2004-08-11 15:15:03
3,20,type1,type1,edge1,2004-08-11 15:16:31
20,3,type1,type1,edge1,2004-08-11 15:19:24
273,39,type2,type1,edge2,2004-08-11 15:39:47
9,20,type1,type1,edge3,2004-08-11 15:48:13
20,6,type1,type1,edge2,2004-08-11 15:58:21
20,9,type1,type1,edge2,2004-08-11 16:10:25
9,20,type1,type1,edge2,2004-08-11 17:05:35
9,20,type1,type1,edge1,2004-08-11 17:25:31
273,39,type2,type1,edge1,2004-08-11 18:07:44
20,3,type1,type1,edge1,2004-08-11 18:31:01
20,9,type1,type1,edge1,2004-08-11 18:31:36
29,95,type1,type1,edge1,2004-08-11 20:37:48
29,95,type1,type1,edge1,2004-08-11 20:38:48
29,95,type1,type1,edge4,2004-08-11 20:39:50
6,20,type1,type1,edge2,2004-08-11 22:14:38
20,4,type1,type1,edge2,2004-08-11 23:26:56
3,83,type1,type1,edge4,2004-08-12 00:21:52
3,83,type1,type1,edge2,2004-08-12 00:34:51
67,83,type1,type1,edge3,2004-08-12 01:33:21
16,1,type1,type1,edge1,2004-08-12 01:44:47
83,49,type1,type1,edge4,2004-08-12 01:58:32
1,16,type1,type1,edge3,2004-08-12 02:23:59
1,16,type1,type1,edge1,2004-08-12 02:31:44
43,30,type1,type1,edge1,2004-08-12 02:55:22
43,187,type1,type2,edge3,2004-08-12 04:21:50
43,187,type1,type2,edge1,2004-08-12 05:46:13
43,30,type1,type1,edge1,2004-08-12 05:46:36
43,187,type1,type2,edge1,2004-08-12 06:15:33
43,187,type1,type2,edge1,2004-08-12 06:18:53
43,30,type1,type1,edge1,2004-08-12 06:22:12
43,30,type1,type1,edge1,2004-08-12 06:25:54
43,163,type1,type2,edge2,2004-08-12 06:26:33
43,197,type1,type2,edge2,2004-08-12 06:31:58
9,20,type1,type1,edge2,2004-08-12 08:35:57
20,6,type1,type1,edge1,2004-08-12 08:50:56
20,9,type1,type1,edge2,2004-08-12 08:58:27
20,6,type1,type1,edge1,2004-08-12 11:45:06
5,20,type1,type1,edge1,2004-08-12 12:06:22
4,20,type1,type1,edge2,2004-08-12 14:42:46
83,26,type1,type1,edge1,2004-08-12 15:28:41
83,49,type1,type1,edge3,2004-08-12 15:29:15
83,49,type1,type1,edge1,2004-08-12 15:34:58
83,49,type1,type1,edge2,2004-08-12 15:36:09
83,49,type1,type1,edge3,2004-08-12 15:39:31
83,26,type1,type1,edge1,2004-08-12 15:47:22
20,15,type1,type1,edge1,2004-08-12 15:51:21
4,20,type1,type1,edge1,2004-08-12 16:03:56
83,26,type1,type1,edge1,2004-08-12 16:26:35
15,20,type1,type1,edge2,2004-08-12 17:04:52
16,46,type1,type1,edge2,2004-08-12 18:12:02
4,20,type1,type1,edge2,2004-08-12 19:19:09
29,43,type1,type1,edge1,2004-08-12 19:31:27
16,46,type1,type1,edge1,2004-08-12 20:18:29
4,20,type1,type1,edge2,2004-08-12 20:26:26
1,16,type1,type1,edge3,2004-08-12 20:32:05
20,15,type1,type1,edge2,2004-08-12 20:36:31
15,20,type1,type1,edge4,2004-08-12 20:36:54
1,16,type1,type1,edge2,2004-08-12 20:38:17
83,49,type1,type1,edge1,2004-08-12 20:43:08
83,49,type1,type1,edge1,2004-08-12 20:56:29
83,49,type1,type1,edge3,2004-08-12 20:56:45
29,106,type1,type2,edge2,2004-08-12 21:19:03
20,15,type1,type1,edge1,2004-08-12 21:37:04
15,20,type1,type1,edge3,2004-08-12 21:53:54
15,20,type1,type1,edge1,2004-08-12 22:12:24
83,49,type1,type1,edge1,2004-08-12 22:13:05
83,49,type1,type1,edge2,2004-08-12 22:18:57
15,20,type1,type1,edge2,2004-08-12 22:52:26
29,103,type1,type2,edge2,2004-08-12 23:13:23
16,47,type1,type1,edge1,2004-08-12 23:29:51
16,55,type1,type1,edge2,2004-08-12 23:31:18
16,5,type1,type1,edge1,2004-08-12 23:38:02
16,57,type1,type1,edge1,2004-08-12 23:39:32
15,20,type1,type1,edge2,2004-08-12 23:57:05
29,106,type1,type2,edge1,2004-08-13 00:06:54
4,20,type1,type1,edge2,2004-08-13 00:18:30
16,46,type1,type1,edge2,2004-08-13 02:05:47
187,43,type2,type1,edge4,2004-08-13 02:59:08
187,43,type2,type1,edge2,2004-08-13 04:23:24
16,46,type1,type1,edge1,2004-08-13 04:29:27
187,43,type2,type1,edge3,2004-08-13 04:47:48
43,30,type1,type1,edge1,2004-08-13 05:01:37
43,30,type1,type1,edge2,2004-08-13 05:16:36
43,30,type1,type1,edge1,2004-08-13 06:13:55
43,30,type1,type1,edge1,2004-08-13 07:03:48
43,30,type1,type1,edge1,2004-08-13 07:13:33
15,20,type1,type1,edge2,2004-08-13 08:22:55
15,20,type1,type1,edge2,2004-08-13 09:30:47
83,49,type1,type1,edge2,2004-08-13 14:15:14
16,46,type1,type1,edge2,2004-08-13 18:10:37
57,16,type1,type1,edge2,2004-08-13 19:07:19
1,16,type1,type1,edge4,2004-08-13 19:16:55
30,43,type1,type1,edge2,2004-08-13 19:22:53
20,9,type1,type1,edge1,2004-08-13 20:42:04
43,30,type1,type1,edge1,2004-08-13 21:06:45
9,20,type1,type1,edge2,2004-08-13 21:29:27
27,43,type1,type1,edge4,2004-08-13 23:07:33
106,29,type2,type1,edge2,2004-08-13 23:07:42
187,43,type2,type1,edge4,2004-08-13 23:31:14
187,43,type2,type1,edge3,2004-08-14 00:22:17
4,20,type1,type1,edge1,2004-08-14 00:24:06
83,4,type1,type1,edge1,2004-08-14 00:37:07
85,9,type1,type1,edge2,2004-08-14 01:11:04
85,9,type1,type1,edge4,2004-08-14 01:14:11
83,26,type1,type1,edge2,2004-08-14 01:49:14
83,4,type1,type1,edge1,2004-08-14 01:53:00
4,83,type1,type1,edge2,2004-08-14 01:56:25
83,67,type1,type1,edge1,2004-08-14 01:58:23
67,83,type1,type1,edge2,2004-08-14 02:36:47
4,83,type1,type1,edge2,2004-08-14 02:58:57
83,4,type1,type1,edge1,2004-08-14 03:00:27
4,83,type1,type1,edge2,2004-08-14 03:04:30
51,83,type1,type1,edge2,2004-08-14 03:28:52
43,30,type1,type1,edge1,2004-08-14 03:42:11
56,83,type1,type1,edge1,2004-08-14 04:00:59
83,3,type1,type1,edge1,2004-08-14 04:02:04
83,56,type1,type1,edge2,2004-08-14 04:02:35
43,187,type1,type2,edge1,2004-08-14 06:12:39
43,164,type1,type2,edge1,2004-08-14 07:03:17
187,43,type2,type1,edge1,2004-08-14 10:36:58
20,15,type1,type1,edge2,2004-08-14 12:05:18
83,34,type1,type1,edge1,2004-08-14 18:55:39
43,50,type1,type1,edge1,2004-08-14 19:25:30
83,26,type1,type1,edge1,2004-08-14 19:31:21
83,26,type1,type1,edge2,2004-08-14 19:32:33
83,49,type1,type1,edge2,2004-08-14 20:49:44
5,16,type1,type1,edge2,2004-08-14 20:58:37
43,187,type1,type2,edge1,2004-08-14 20:58:39
83,26,type1,type1,edge2,2004-08-14 21:28:31
187,43,type2,type1,edge2,2004-08-14 21:48:19
4,20,type1,type1,edge1,2004-08-14 21:53:02
31,16,type1,type1,edge2,2004-08-14 22:29:04
187,43,type2,type1,edge2,2004-08-14 22:37:28
187,43,type2,type1,edge2,2004-08-14 22:49:47
20,9,type1,type1,edge1,2004-08-14 22:52:02
20,3,type1,type1,edge1,2004-08-14 22:52:22
83,26,type1,type1,edge1,2004-08-15 00:44:21
83,49,type1,type1,edge1,2004-08-15 00:46:44
83,49,type1,type1,edge2,2004-08-15 00:47:08
83,3,type1,type1,edge2,2004-08-15 00:55:37
83,49,type1,type1,edge1,2004-08-15 01:04:12
40,83,type1,type1,edge3,2004-08-15 01:14:43
83,4,type1,type1,edge2,2004-08-15 01:31:11
43,30,type1,type1,edge1,2004-08-15 02:22:57
40,83,type1,type1,edge2,2004-08-15 02:27:17
40,83,type1,type1,edge2,2004-08-15 02:45:38
187,43,type2,type1,edge4,2004-08-15 03:23:24
43,187,type1,type2,edge1,2004-08-15 03:59:18
83,4,type1,type1,edge2,2004-08-15 04:04:35
83,49,type1,type1,edge2,2004-08-15 06:08:11
15,20,type1,type1,edge1,2004-08-15 12:39:54
3,20,type1,type1,edge1,2004-08-15 12:42:33
20,3,type1,type1,edge1,2004-08-15 12:43:36
3,20,type1,type1,edge2,2004-08-15 12:45:22
20,3,type1,type1,edge2,2004-08-15 14:24:44
16,46,type1,type1,edge2,2004-08-15 16:21:01
29,95,type1,type1,edge4,2004-08-15 16:27:44
4,20,type1,type1,edge2,2004-08-15 17:32:02
20,15,type1,type1,edge1,2004-08-15 18:31:39
20,15,type1,type1,edge2,2004-08-15 18:32:50
29,14,type1,type1,edge1,2004-08-15 21:31:18
14,29,type1,type1,edge2,2004-08-15 21:32:11
55,16,type1,type1,edge2,2004-08-15 22:02:28
20,15,type1,type1,edge1,2004-08-15 22:19:49
16,46,type1,type1,edge3,2004-08-15 22:26:36
83,26,type1,type1,edge1,2004-08-15 22:57:03
83,49,type1,type1,edge2,2004-08-15 22:57:45
83,26,type1,type1,edge1,2004-08-15 23:58:27
16,46,type1,type1,edge1,2004-08-16 00:01:34
69,83,type1,type1,edge1,2004-08-16 00:13:11
16,46,type1,type1,edge2,2004-08-16 00:53:54
16,61,type1,type1,edge2,2004-08-16 00:55:42
29,95,type1,type1,edge4,2004-08-16 01:04:59
16,46,type1,type1,edge1,2004-08-16 01:27:36
16,46,type1,type1,edge1,2004-08-16 01:45:47
16,31,type1,type1,edge1,2004-08-16 01:48:13
83,49,type1,type1,edge3,2004-08-16 02:51:48
16,55,type1,type1,edge1,2004-08-16 04:15:00
16,46,type1,type1,edge2,2004-08-16 05:12:46
16,55,type1,type1,edge1,2004-08-16 05:20:36
83,3,type1,type1,edge2,2004-08-16 05:54:27
20,16,type1,type1,edge1,2004-08-16 15:51:19
20,4,type1,type1,edge2,2004-08-16 15:53:43
20,16,type1,type1,edge2,2004-08-16 17:15:38
16,32,type1,type1,edge2,2004-08-16 17:48:37
187,43,type2,type1,edge2,2004-08-16 18:04:51
16,32,type1,type1,edge2,2004-08-16 18:04:59
29,76,type1,type1,edge2,2004-08-16 19:05:36
83,3,type1,type1,edge3,2004-08-16 21:25:48
29,95,type1,type1,edge3,2004-08-16 21:34:54
40,83,type1,type1,edge2,2004-08-16 21:50:55
83,3,type1,type1,edge1,2004-08-16 21:55:27
83,3,type1,type1,edge3,2004-08-16 21:56:21
83,40,type1,type1,edge2,2004-08-16 22:46:30
83,3,type1,type1,edge1,2004-08-16 22:49:53
83,3,type1,type1,edge1,2004-08-16 23:47:43
3,83,type1,type1,edge1,2004-08-16 23:53:20
3,83,type1,type1,edge1,2004-08-16 23:56:02
57,84,type1,type1,edge1,2004-08-17 00:14:36
29,86,type1,type1,edge1,2004-08-17 00:14:40
29,115,type1,type2,edge1,2004-08-17 00:21:20
2,43,type1,type1,edge4,2004-08-17 00:29:55
76,29,type1,type1,edge1,2004-08-17 00:35:02
43,187,type1,type2,edge1,2004-08-17 02:42:47
43,187,type1,type2,edge1,2004-08-17 02:51:18
83,26,type1,type1,edge1,2004-08-17 03:20:00
83,26,type1,type1,edge2,2004-08-17 03:21:13
83,26,type1,type1,edge2,2004-08-17 03:57:25
83,49,type1,type1,edge3,2004-08-17 04:37:27
43,187,type1,type2,edge4,2004-08-17 05:33:46
83,49,type1,type1,edge2,2004-08-17 05:49:14
83,49,type1,type1,edge1,2004-08-17 05:50:40
83,49,type1,type1,edge1,2004-08-17 05:51:28
83,49,type1,type1,edge1,2004-08-17 05:52:06
83,49,type1,type1,edge2,2004-08-17 05:55:58
43,30,type1,type1,edge1,2004-08-17 06:50:09
43,187,type1,type2,edge4,2004-08-17 06:51:21
20,15,type1,type1,edge2,2004-08-17 11:12:34
20,6,type1,type1,edge2,2004-08-17 11:25:50
20,15,type1,type1,edge1,2004-08-17 12:03:37
15,20,type1,type1,edge2,2004-08-17 12:05:23
6,20,type1,type1,edge1,2004-08-17 12:09:35
3,20,type1,type1,edge1,2004-08-17 12:43:23
4,20,type1,type1,edge2,2004-08-17 13:03:20
20,15,type1,type1,edge1,2004-08-17 14:08:54
16,46,type1,type1,edge1,2004-08-17 14:16:06
20,15,type1,type1,edge2,2004-08-17 14:37:06
20,7,type1,type1,edge3,2004-08-17 14:59:03
20,18,type1,type1,edge1,2004-08-17 15:05:30
57,94,type1,type1,edge1,2004-08-17 15:25:21
29,76,type1,type1,edge1,2004-08-17 16:01:27
29,9,type1,type1,edge1,2004-08-17 16:02:13
76,29,type1,type1,edge2,2004-08-17 16:08:02
20,3,type1,type1,edge1,2004-08-17 16:20:12
20,3,type1,type1,edge1,2004-08-17 16:46:40
15,20,type1,type1,edge1,2004-08-17 17:55:42
16,20,type1,type1,edge2,2004-08-17 18:06:48
187,43,type2,type1,edge3,2004-08-17 19:19:04
20,4,type1,type1,edge2,2004-08-17 19:20:53
20,16,type1,type1,edge2,2004-08-17 19:23:33
16,31,type1,type1,edge1,2004-08-17 19:31:24
4,20,type1,type1,edge1,2004-08-17 19:35:05
20,4,type1,type1,edge4,2004-08-17 19:54:47
4,20,type1,type1,edge1,2004-08-17 20:33:02
29,106,type1,type2,edge2,2004-08-17 21:25:37
83,67,type1,type1,edge1,2004-08-17 21:37:07
18,57,type1,type1,edge4,2004-08-17 21:41:47
43,210,type1,type2,edge2,2004-08-17 23:19:12
83,69,type1,type1,edge1,2004-08-17 23:35:35
67,83,type1,type1,edge2,2004-08-18 00:05:36
83,67,type1,type1,edge1,2004-08-18 00:24:24
2,86,type1,type1,edge2,2004-08-18 00:25:00
16,46,type1,type1,edge1,2004-08-18 00:29:45
16,46,type1,type1,edge2,2004-08-18 00:32:59
16,7,type1,type1,edge1,2004-08-18 00:35:20
16,62,type1,type1,edge1,2004-08-18 00:37:18
16,46,type1,type1,edge1,2004-08-18 00:38:33
16,46,type1,type1,edge1,2004-08-18 00:45:49
16,46,type1,type1,edge2,2004-08-18 00:46:41
16,46,type1,type1,edge1,2004-08-18 01:04:43
7,16,type1,type1,edge2,2004-08-18 01:34:34
62,16,type1,type1,edge2,2004-08-18 01:37:25
83,67,type1,type1,edge2,2004-08-18 01:43:40
39,43,type1,type1,edge2,2004-08-18 01:58:04
16,7,type1,type1,edge2,2004-08-18 01:58:16
16,46,type1,type1,edge2,2004-08-18 02:00:08
43,187,type1,type2,edge2,2004-08-18 03:03:00
43,187,type1,type2,edge1,2004-08-18 03:05:01
86,2,type1,type1,edge1,2004-08-18 03:15:05
124,85,type2,type1,edge1,2004-08-18 03:31:09
85,154,type1,type2,edge1,2004-08-18 03:32:30
124,85,type2,type1,edge1,2004-08-18 03:37:17
57,62,type1,type1,edge1,2004-08-18 03:42:46
154,85,type2,type1,edge1,2004-08-18 03:46:09
43,187,type1,type2,edge1,2004-08-18 03:55:08
43,187,type1,type2,edge1,2004-08-18 03:57:41
187,43,type2,type1,edge2,2004-08-18 03:58:21
39,43,type1,type1,edge1,2004-08-18 04:04:21
83,49,type1,type1,edge4,2004-08-18 04:04:47
16,46,type1,type1,edge1,2004-08-18 04:14:08
39,43,type1,type1,edge1,2004-08-18 04:45:23
39,43,type1,type1,edge1,2004-08-18 04:55:50
43,39,type1,type1,edge1,2004-08-18 05:06:47
162,85,type2,type1,edge1,2004-08-18 06:31:19
43,30,type1,type1,edge2,2004-08-18 06:55:43
2,86,type1,type1,edge1,2004-08-18 07:38:23
43,187,type1,type2,edge1,2004-08-18 07:47:21
20,9,type1,type1,edge1,2004-08-18 11:30:28
20,12,type1,type1,edge1,2004-08-18 11:30:39
20,11,type1,type1,edge1,2004-08-18 11:30:46
20,13,type1,type1,edge2,2004-08-18 11:31:51
20,3,type1,type1,edge1,2004-08-18 11:33:18
20,6,type1,type1,edge1,2004-08-18 11:43:15
6,20,type1,type1,edge2,2004-08-18 11:45:19
6,20,type1,type1,edge1,2004-08-18 13:21:08
20,4,type1,type1,edge1,2004-08-18 13:43:36
20,6,type1,type1,edge1,2004-08-18 14:10:01
6,20,type1,type1,edge1,2004-08-18 14:19:32
20,4,type1,type1,edge1,2004-08-18 14:28:06
6,20,type1,type1,edge1,2004-08-18 14:44:45
16,46,type1,type1,edge1,2004-08-18 15:08:04
20,4,type1,type1,edge1,2004-08-18 15:20:18
83,49,type1,type1,edge1,2004-08-18 15:47:18
83,49,type1,type1,edge3,2004-08-18 15:48:07
86,2,type1,type1,edge2,2004-08-18 15:53:03
20,4,type1,type1,edge1,2004-08-18 16:06:15
4,20,type1,type1,edge1,2004-08-18 16:31:03
4,20,type1,type1,edge1,2004-08-18 16:39:10
86,2,type1,type1,edge2,2004-08-18 17:10:19
86,2,type1,type1,edge2,2004-08-18 17:15:40
106,29,type2,type1,edge1,2004-08-18 17:28:14
29,9,type1,type1,edge2,2004-08-18 17:29:26
29,76,type1,type1,edge2,2004-08-18 17:31:02
83,49,type1,type1,edge2,2004-08-18 17:50:09
29,9,type1,type1,edge1,2004-08-18 18:13:35
20,3,type1,type1,edge2,2004-08-18 18:17:38
20,3,type1,type1,edge1,2004-08-18 18:53:01
15,20,type1,type1,edge1,2004-08-18 18:58:07
15,20,type1,type1,edge2,2004-08-18 19:00:50
18,4,type1,type1,edge1,2004-08-18 19:05:58
57,88,type1,type1,edge2,2004-08-18 19:10:26
15,20,type1,type1,edge1,2004-08-18 19:23:04
15,20,type1,type1,edge1,2004-08-18 19:28:58
87,57,type1,type1,edge1,2004-08-18 19:34:55
18,4,type1,type1,edge1,2004-08-18 19:40:58
18,72,type1,type1,edge2,2004-08-18 19:42:01
19,20,type1,type1,edge2,2004-08-18 19:44:29
18,4,type1,type1,edge1,2004-08-18 19:45:20
16,46,type1,type1,edge2,2004-08-18 19:47:11
18,4,type1,type1,edge1,2004-08-18 19:52:19
13,20,type1,type1,edge1,2004-08-18 20:04:51
13,20,type1,type1,edge1,2004-08-18 20:26:40
29,112,type1,type2,edge1,2004-08-18 20:28:38
20,13,type1,type1,edge1,2004-08-18 20:51:22
43,7,type1,type1,edge1,2004-08-18 20:59:30
43,187,type1,type2,edge3,2004-08-18 21:03:04
18,11,type1,type1,edge4,2004-08-18 21:36:53
4,18,type1,type1,edge1,2004-08-18 21:58:31
83,26,type1,type1,edge1,2004-08-18 22:00:16
57,18,type1,type1,edge1,2004-08-18 22:18:31
29,106,type1,type2,edge1,2004-08-18 22:25:31
29,9,type1,type1,edge1,2004-08-18 22:26:10
29,112,type1,type2,edge1,2004-08-18 22:27:42
16,62,type1,type1,edge1,2004-08-18 23:02:50
43,50,type1,type1,edge1,2004-08-18 23:12:40
43,50,type1,type1,edge1,2004-08-18 23:37:23
4,20,type1,type1,edge2,2004-08-19 00:23:17
85,124,type1,type2,edge1,2004-08-19 00:33:16
85,154,type1,type2,edge1,2004-08-19 00:37:10
193,43,type2,type1,edge1,2004-08-19 00:43:55
85,124,type1,type2,edge1,2004-08-19 00:46:34
43,50,type1,type1,edge1,2004-08-19 00:48:49
43,50,type1,type1,edge1,2004-08-19 00:49:13
43,187,type1,type2,edge1,2004-08-19 00:55:27
16,46,type1,type1,edge1,2004-08-19 00:58:16
85,2,type1,type1,edge1,2004-08-19 00:58:20
18,44,type1,type1,edge3,2004-08-19 01:06:59
4,20,type1,type1,edge1,2004-08-19 01:09:07
83,26,type1,type1,edge2,2004-08-19 01:20:53
18,43,type1,type1,edge4,2004-08-19 02:06:41
86,38,type1,type1,edge1,2004-08-19 02:14:24
86,38,type1,type1,edge1,2004-08-19 02:15:09
86,2,type1,type1,edge2,2004-08-19 02:20:40
18,76,type1,type1,edge1,2004-08-19 02:22:27
85,157,type1,type2,edge1,2004-08-19 04:29:00
85,157,type1,type2,edge2,2004-08-19 04:45:43
6,86,type1,type1,edge3,2004-08-19 05:18:41
43,50,type1,type1,edge1,2004-08-19 05:23:40
21,40,type1,type1,edge2,2004-08-19 11:33:45
21,40,type1,type1,edge1,2004-08-19 12:19:27
57,87,type1,type1,edge1,2004-08-19 12:24:35
29,9,type1,type1,edge1,2004-08-19 13:25:30
20,15,type1,type1,edge2,2004-08-19 14:53:13
20,15,type1,type1,edge1,2004-08-19 14:55:53
86,2,type1,type1,edge1,2004-08-19 15:22:36
18,53,type1,type1,edge2,2004-08-19 15:34:06
2,86,type1,type1,edge2,2004-08-19 15:34:45
18,11,type1,type1,edge1,2004-08-19 15:37:36
18,11,type1,type1,edge1,2004-08-19 15:39:42
18,57,type1,type1,edge3,2004-08-19 15:40:29
18,11,type1,type1,edge1,2004-08-19 15:40:58
11,18,type1,type1,edge2,2004-08-19 15:53:15
21,37,type1,type1,edge1,2004-08-19 15:54:21
21,37,type1,type1,edge2,2004-08-19 15:54:44
18,19,type1,type1,edge2,2004-08-19 16:04:45
20,15,type1,type1,edge1,2004-08-19 16:05:31
20,15,type1,type1,edge1,2004-08-19 16:07:25
4,18,type1,type1,edge3,2004-08-19 16:11:57
18,57,type1,type1,edge2,2004-08-19 16:29:26
18,5,type1,type1,edge4,2004-08-19 16:32:37
57,87,type1,type1,edge1,2004-08-19 16:35:32
16,46,type1,type1,edge1,2004-08-19 16:48:11
16,46,type1,type1,edge2,2004-08-19 16:48:28
18,68,type1,type1,edge2,2004-08-19 16:52:09
86,2,type1,type1,edge1,2004-08-19 17:06:08
83,26,type1,type1,edge1,2004-08-19 17:26:03
4,20,type1,type1,edge1,2004-08-19 17:47:54
83,49,type1,type1,edge2,2004-08-19 18:02:37
2,86,type1,type1,edge1,2004-08-19 18:02:58
2,86,type1,type1,edge1,2004-08-19 18:04:39
18,43,type1,type1,edge1,2004-08-19 18:11:41
5,18,type1,type1,edge1,2004-08-19 18:33:36
18,3,type1,type1,edge1,2004-08-19 18:36:46
21,37,type1,type1,edge1,2004-08-19 18:38:17
83,49,type1,type1,edge2,2004-08-19 18:56:47
5,18,type1,type1,edge1,2004-08-19 20:11:09
84,57,type1,type1,edge1,2004-08-19 20:48:43
86,29,type1,type1,edge1,2004-08-19 20:48:51
57,88,type1,type1,edge1,2004-08-19 21:19:32
20,4,type1,type1,edge1,2004-08-19 21:37:04
18,3,type1,type1,edge2,2004-08-19 21:38:08
20,4,type1,type1,edge1,2004-08-19 21:42:37
18,11,type1,type1,edge1,2004-08-19 21:47:29
29,43,type1,type1,edge1,2004-08-19 21:47:50
29,9,type1,type1,edge1,2004-08-19 21:48:11
18,21,type1,type1,edge1,2004-08-19 21:48:20
18,21,type1,type1,edge1,2004-08-19 21:48:42
29,106,type1,type2,edge1,2004-08-19 21:49:41
18,19,type1,type1,edge1,2004-08-19 21:49:52
18,14,type1,type1,edge1,2004-08-19 21:59:52
18,14,type1,type1,edge1,2004-08-19 22:00:46
18,24,type1,type1,edge1,2004-08-19 22:02:49
18,14,type1,type1,edge2,2004-08-19 22:03:25
29,106,type1,type2,edge1,2004-08-19 22:04:30
29,43,type1,type1,edge1,2004-08-19 22:05:59
18,14,type1,type1,edge1,2004-08-19 22:08:45
18,4,type1,type1,edge1,2004-08-19 22:13:12
18,4,type1,type1,edge2,2004-08-19 22:14:37
20,15,type1,type1,edge4,2004-08-19 22:16:01
18,2,type1,type1,edge1,2004-08-19 22:20:41
18,2,type1,type1,edge2,2004-08-19 22:21:51
18,24,type1,type1,edge2,2004-08-19 22:26:47
18,21,type1,type1,edge1,2004-08-19 22:29:55
40,21,type1,type1,edge1,2004-08-19 22:30:04
18,10,type1,type1,edge1,2004-08-19 22:30:46
16,46,type1,type1,edge1,2004-08-19 22:39:59
43,187,type1,type2,edge4,2004-08-19 22:41:14
5,18,type1,type1,edge2,2004-08-19 22:45:01
18,46,type1,type1,edge1,2004-08-19 22:46:51
18,11,type1,type1,edge2,2004-08-19 22:48:51
18,11,type1,type1,edge2,2004-08-19 23:07:42
16,32,type1,type1,edge2,2004-08-19 23:12:47
18,3,type1,type1,edge1,2004-08-19 23:13:09
16,46,type1,type1,edge2,2004-08-19 23:14:10
40,21,type1,type1,edge1,2004-08-19 23:16:37
29,106,type1,type2,edge2,2004-08-19 23:21:27
84,29,type1,type1,edge1,2004-08-19 23:30:57
16,31,type1,type1,edge1,2004-08-19 23:32:48
16,55,type1,type1,edge3,2004-08-19 23:33:55
46,86,type1,type1,edge2,2004-08-19 23:40:10
40,21,type1,type1,edge1,2004-08-19 23:59:35
96,26,type1,type1,edge1,2004-08-20 00:14:16
26,96,type1,type1,edge1,2004-08-20 00:18:09
16,62,type1,type1,edge1,2004-08-20 01:04:34
96,60,type1,type1,edge1,2004-08-20 01:16:24
96,61,type1,type1,edge1,2004-08-20 01:17:00
96,18,type1,type1,edge1,2004-08-20 01:18:38
29,115,type1,type2,edge1,2004-08-20 01:54:02
29,106,type1,type2,edge1,2004-08-20 01:55:21
29,43,type1,type1,edge1,2004-08-20 01:55:48
